#first line - comment, second - resolution n, m, third - wavelengths, fourth and further - point coordinates i, j and spectraIntegration time us: 500000Step - 6
56 100
10 66 13:27:23.305974
10 67 13:27:23.812662
10 68 13:27:24.320346
10 69 13:27:24.827034
10 70 13:27:25.333721
10 71 13:27:25.841410
10 72 13:27:26.348096
10 73 13:27:26.856782
10 74 13:27:27.363471
10 75 13:27:27.871159
10 76 13:27:28.377844
10 77 13:27:28.884534
10 78 13:27:29.391221
10 79 13:27:29.897909
10 80 13:27:30.405597
10 81 13:27:30.915279
10 82 13:27:31.422966
10 83 13:27:31.930655
10 84 13:27:32.438339
10 85 13:27:32.945027
10 86 13:27:33.451716
10 87 13:27:33.959403
10 88 13:27:34.469089
10 89 13:27:34.978775
10 90 13:27:35.488461
10 91 13:27:35.997147
10 92 13:27:36.504834
10 93 13:27:37.011519
10 94 13:27:37.519208
10 95 13:27:38.028892
10 96 13:27:38.541579
10 97 13:27:39.049263
10 98 13:27:39.557951
10 99 13:27:40.064637
11 0 13:27:41.394816
11 1 13:27:41.902506
11 2 13:27:42.412189
11 3 13:27:42.919877
11 4 13:27:43.427562
11 5 13:27:43.934252
11 6 13:27:44.443935
11 7 13:27:44.950625
11 8 13:27:45.457310
11 9 13:27:45.964000
11 10 13:27:46.473683
11 11 13:27:46.980371
11 12 13:27:47.487061
11 13 13:27:47.994747
11 14 13:27:48.501435
11 15 13:27:49.012119
11 16 13:27:49.519806
11 17 13:27:50.027491
11 18 13:27:50.535179
11 19 13:27:51.044077
11 20 13:27:51.553619
11 21 13:27:52.064531
11 22 13:27:52.583535
11 23 13:27:53.097544
11 24 13:27:53.615362
11 25 13:27:54.135755
11 26 13:27:54.645690
11 27 13:27:55.152613
11 28 13:27:55.670864
11 29 13:27:56.190716
11 30 13:27:56.710737
11 31 13:27:57.231660
11 32 13:27:57.751099
11 33 13:27:58.270230
11 34 13:27:58.795059
11 35 13:27:59.315570
11 36 13:27:59.836389
11 37 13:28:00.355441
11 38 13:28:00.876159
11 39 13:28:01.384848
11 40 13:28:01.891532
11 41 13:28:02.399853
11 42 13:28:02.919121
11 43 13:28:03.438051
11 44 13:28:03.957250
11 45 13:28:04.478596
11 46 13:28:04.997993
11 47 13:28:05.518588
11 48 13:28:06.039400
11 49 13:28:06.545799
11 50 13:28:07.066848
11 51 13:28:07.578933
11 52 13:28:08.100631
11 53 13:28:08.620334
11 54 13:28:09.139790
11 55 13:28:09.659028
11 56 13:28:10.189636
11 57 13:28:10.709748
11 58 13:28:11.230035
11 59 13:28:11.748325
11 60 13:28:12.268486
11 61 13:28:12.787541
11 62 13:28:13.305138
11 63 13:28:13.825045
11 64 13:28:14.335535
11 65 13:28:14.853666
11 66 13:28:15.375013
11 67 13:28:15.895937
11 68 13:28:16.415196
11 69 13:28:16.934963
11 70 13:28:17.455405
11 71 13:28:17.975313
11 72 13:28:18.494440
11 73 13:28:19.013949
11 74 13:28:19.531818
11 75 13:28:20.050936
11 76 13:28:20.570368
11 77 13:28:21.076626
11 78 13:28:21.595939
11 79 13:28:22.104915
11 80 13:28:22.625034
11 81 13:28:23.146150
11 82 13:28:23.664134
11 83 13:28:24.185202
11 84 13:28:24.704786
11 85 13:28:25.229759
11 86 13:28:25.749498
11 87 13:28:26.269020
11 88 13:28:26.788436
11 89 13:28:27.307107
11 90 13:28:27.813415
11 91 13:28:28.331793
11 92 13:28:28.850828
11 93 13:28:29.370624
11 94 13:28:29.889675
11 95 13:28:30.410351
11 96 13:28:30.929342
11 97 13:28:31.448967
11 98 13:28:31.968513
11 99 13:28:32.488085
12 0 13:28:33.816811
12 1 13:28:34.337812
12 2 13:28:34.858488
12 3 13:28:35.377822
12 4 13:28:35.897314
12 5 13:28:36.417236
12 6 13:28:36.937354
12 7 13:28:37.456592
12 8 13:28:37.978005
12 9 13:28:38.498599
12 10 13:28:39.012637
12 11 13:28:39.533434
12 12 13:28:40.046363
12 13 13:28:40.565365
12 14 13:28:41.083581
12 15 13:28:41.603124
12 16 13:28:42.122225
12 17 13:28:42.645384
12 18 13:28:43.165051
12 19 13:28:43.684888
12 20 13:28:44.204038
12 21 13:28:44.722408
12 22 13:28:45.241064
12 23 13:28:45.760648
12 24 13:28:46.281356
12 25 13:28:46.791105
12 26 13:28:47.310291
12 27 13:28:47.836803
12 28 13:28:48.355567
12 29 13:28:48.875815
12 30 13:28:49.395521
12 31 13:28:49.915491
12 32 13:28:50.435796
12 33 13:28:50.956816
12 34 13:28:51.475017
12 35 13:28:51.995848
12 36 13:28:52.515803
12 37 13:28:53.037265
12 38 13:28:53.544274
12 39 13:28:54.073052
12 40 13:28:54.591220
12 41 13:28:55.109599
12 42 13:28:55.629191
12 43 13:28:56.148190
12 44 13:28:56.668030
12 45 13:28:57.187445
12 46 13:28:57.706727
12 47 13:28:58.225386
12 48 13:28:58.742843
12 49 13:28:59.263117
12 50 13:28:59.782209
12 51 13:29:00.302665
12 52 13:29:00.821401
12 53 13:29:01.330163
12 54 13:29:01.836852
12 55 13:29:02.343538
12 56 13:29:02.850225
12 57 13:29:03.359911
12 58 13:29:03.866599
12 59 13:29:04.376284
12 60 13:29:04.882971
12 61 13:29:05.389657
12 62 13:29:05.899346
12 63 13:29:06.406031
12 64 13:29:06.914719
12 65 13:29:07.424405
12 66 13:29:07.931093
12 67 13:29:08.439778
12 68 13:29:08.946465
12 69 13:29:09.453151
12 70 13:29:09.959841
12 71 13:29:10.466529
12 72 13:29:10.973217
12 73 13:29:11.479903
12 74 13:29:11.986592
12 75 13:29:12.493276
12 76 13:29:13.002962
12 77 13:29:13.510650
12 78 13:29:14.018338
12 79 13:29:14.526025
12 80 13:29:15.035709
12 81 13:29:15.546395
12 82 13:29:16.053081
12 83 13:29:16.562768
12 84 13:29:17.069457
12 85 13:29:17.576143
12 86 13:29:18.082831
12 87 13:29:18.589518
12 88 13:29:19.096206
12 89 13:29:19.602893
12 90 13:29:20.109581
12 91 13:29:20.616268
12 92 13:29:21.122956
12 93 13:29:21.632642
12 94 13:29:22.143325
12 95 13:29:22.653012
12 96 13:29:23.161699
12 97 13:29:23.671384
12 98 13:29:24.181068
12 99 13:29:24.688758
13 0 13:29:26.019936
13 1 13:29:26.529622
13 2 13:29:27.037308
13 3 13:29:27.543997
13 4 13:29:28.054680
13 5 13:29:28.561366
13 6 13:29:29.070054
13 7 13:29:29.576746
13 8 13:29:30.088427
13 9 13:29:30.595114
13 10 13:29:31.101801
13 11 13:29:31.608490
13 12 13:29:32.115177
13 13 13:29:32.621864
13 14 13:29:33.128551
13 15 13:29:33.635240
13 16 13:29:34.141927
13 17 13:29:34.648615
13 18 13:29:35.155301
13 19 13:29:35.661990
13 20 13:29:36.168677
13 21 13:29:36.675364
13 22 13:29:37.185051
13 23 13:29:37.691738
13 24 13:29:38.198425
13 25 13:29:38.705113
13 26 13:29:39.211800
13 27 13:29:39.721486
13 28 13:29:40.228173
13 29 13:29:40.734861
13 30 13:29:41.241546
13 31 13:29:41.751233
13 32 13:29:42.257921
13 33 13:29:42.764609
13 34 13:29:43.271296
13 35 13:29:43.778983
13 36 13:29:44.285670
13 37 13:29:44.792358
13 38 13:29:45.299046
13 39 13:29:45.808732
13 40 13:29:46.315417
13 41 13:29:46.825104
13 42 13:29:47.331792
13 43 13:29:47.842475
13 44 13:29:48.353161
13 45 13:29:48.863847
13 46 13:29:49.374532
13 47 13:29:49.885383
13 48 13:29:50.394071
13 49 13:29:50.901758
13 50 13:29:51.411592
13 51 13:29:51.918566
13 52 13:29:52.436129
13 53 13:29:52.956201
13 54 13:29:53.477146
13 55 13:29:53.996255
13 56 13:29:54.516955
13 57 13:29:55.024838
13 58 13:29:55.530968
13 59 13:29:56.051731
13 60 13:29:56.572840
13 61 13:29:57.079091
13 62 13:29:57.599121
13 63 13:29:58.111495
13 64 13:29:58.629853
13 65 13:29:59.150273
13 66 13:29:59.669857
13 67 13:30:00.189499
13 68 13:30:00.708860
13 69 13:30:01.216547
13 70 13:30:01.724232
13 71 13:30:02.232143
13 72 13:30:02.739039
13 73 13:30:03.258020
13 74 13:30:03.765795
13 75 13:30:04.284014
13 76 13:30:04.794139
13 77 13:30:05.301122
13 78 13:30:05.820539
13 79 13:30:06.328433
13 80 13:30:06.839693
13 81 13:30:07.358563
13 82 13:30:07.879302
13 83 13:30:08.398951
13 84 13:30:08.918212
13 85 13:30:09.434817
13 86 13:30:09.954504
13 87 13:30:10.469490
13 88 13:30:10.989539
13 89 13:30:11.510171
13 90 13:30:12.029595
13 91 13:30:12.549340
13 92 13:30:13.069338
13 93 13:30:13.590924
13 94 13:30:14.109290
13 95 13:30:14.626656
13 96 13:30:15.146892
13 97 13:30:15.665491
13 98 13:30:16.175271
13 99 13:30:16.696015
14 0 13:30:18.035210
14 1 13:30:18.556294
14 2 13:30:19.077485
14 3 13:30:19.589939
14 4 13:30:20.108598
14 5 13:30:20.630149
14 6 13:30:21.150925
14 7 13:30:21.669757
14 8 13:30:22.188924
14 9 13:30:22.708810
14 10 13:30:23.226808
14 11 13:30:23.744521
14 12 13:30:24.265064
14 13 13:30:24.785255
14 14 13:30:25.304202
14 15 13:30:25.822583
14 16 13:30:26.336549
14 17 13:30:26.855086
14 18 13:30:27.374672
14 19 13:30:27.894755
14 20 13:30:28.412949
14 21 13:30:28.931406
14 22 13:30:29.452123
14 23 13:30:29.972417
14 24 13:30:30.492133
14 25 13:30:31.009427
14 26 13:30:31.529034
14 27 13:30:32.038519
14 28 13:30:32.557355
14 29 13:30:33.081537
14 30 13:30:33.601579
14 31 13:30:34.112650
14 32 13:30:34.632051
14 33 13:30:35.151320
14 34 13:30:35.671641
14 35 13:30:36.192079
14 36 13:30:36.711221
14 37 13:30:37.230727
14 38 13:30:37.748758
14 39 13:30:38.268035
14 40 13:30:38.779375
14 41 13:30:39.297943
14 42 13:30:39.817385
14 43 13:30:40.337082
14 44 13:30:40.856473
14 45 13:30:41.362925
14 46 13:30:41.883204
14 47 13:30:42.402371
14 48 13:30:42.920533
14 49 13:30:43.440646
14 50 13:30:43.958729
14 51 13:30:44.467988
14 52 13:30:44.987947
14 53 13:30:45.514827
14 54 13:30:46.034558
14 55 13:30:46.553985
14 56 13:30:47.067336
14 57 13:30:47.587370
14 58 13:30:48.094575
14 59 13:30:48.613794
14 60 13:30:49.123477
14 61 13:30:49.643988
14 62 13:30:50.153693
14 63 13:30:50.672856
14 64 13:30:51.194826
14 65 13:30:51.715850
14 66 13:30:52.236948
14 67 13:30:52.756802
14 68 13:30:53.280627
14 69 13:30:53.803969
14 70 13:30:54.322807
14 71 13:30:54.843804
14 72 13:30:55.364737
14 73 13:30:55.883505
14 74 13:30:56.403745
14 75 13:30:56.916505
14 76 13:30:57.433852
14 77 13:30:57.959433
14 78 13:30:58.479871
14 79 13:30:58.999587
14 80 13:30:59.520659
14 81 13:31:00.039703
14 82 13:31:00.554882
14 83 13:31:01.077412
14 84 13:31:01.589096
14 85 13:31:02.095782
14 86 13:31:02.603472
14 87 13:31:03.110158
14 88 13:31:03.616844
14 89 13:31:04.126531
14 90 13:31:04.633220
14 91 13:31:05.139905
14 92 13:31:05.649593
14 93 13:31:06.156280
14 94 13:31:06.663966
14 95 13:31:07.170653
14 96 13:31:07.677341
14 97 13:31:08.184028
14 98 13:31:08.690717
14 99 13:31:09.197403
15 0 13:31:10.551568
15 1 13:31:11.060255
15 2 13:31:11.566940
15 3 13:31:12.077627
15 4 13:31:12.584316
15 5 13:31:13.091002
15 6 13:31:13.597690
15 7 13:31:14.104376
15 8 13:31:14.614061
15 9 13:31:15.123750
15 10 13:31:15.630437
15 11 13:31:16.137123
15 12 13:31:16.643811
15 13 13:31:17.150500
15 14 13:31:17.658186
15 15 13:31:18.164871
15 16 13:31:18.674560
15 17 13:31:19.181247
15 18 13:31:19.687934
15 19 13:31:20.194621
15 20 13:31:20.703309
15 21 13:31:21.209994
15 22 13:31:21.719681
15 23 13:31:22.226368
15 24 13:31:22.733055
15 25 13:31:23.239743
15 26 13:31:23.746431
15 27 13:31:24.253118
15 28 13:31:24.759807
15 29 13:31:25.266493
15 30 13:31:25.773180
15 31 13:31:26.279867
15 32 13:31:26.788554
15 33 13:31:27.295242
15 34 13:31:27.803929
15 35 13:31:28.310616
15 36 13:31:28.817305
15 37 13:31:29.323990
15 38 13:31:29.830679
15 39 13:31:30.341364
15 40 13:31:30.848052
15 41 13:31:31.357736
15 42 13:31:31.864424
15 43 13:31:32.371111
15 44 13:31:32.877799
15 45 13:31:33.384486
15 46 13:31:33.892173
15 47 13:31:34.398859
15 48 13:31:34.908545
15 49 13:31:35.418232
15 50 13:31:35.924918
15 51 13:31:36.434604
15 52 13:31:36.944292
15 53 13:31:37.450979
15 54 13:31:37.959663
15 55 13:31:38.469352
15 56 13:31:38.976038
15 57 13:31:39.482725
15 58 13:31:39.990413
15 59 13:31:40.497099
15 60 13:31:41.004787
15 61 13:31:41.511475
15 62 13:31:42.022159
15 63 13:31:42.528847
15 64 13:31:43.035534
15 65 13:31:43.545219
15 66 13:31:44.053906
15 67 13:31:44.560595
15 68 13:31:45.067281
15 69 13:31:45.573968
15 70 13:31:46.080657
15 71 13:31:46.589344
15 72 13:31:47.096030
15 73 13:31:47.602717
15 74 13:31:48.109406
15 75 13:31:48.616094
15 76 13:31:49.122779
15 77 13:31:49.630467
15 78 13:31:50.139153
15 79 13:31:50.645839
15 80 13:31:51.152652
15 81 13:31:51.660712
15 82 13:31:52.167744
15 83 13:31:52.688487
15 84 13:31:53.207154
15 85 13:31:53.726648
15 86 13:31:54.246146
15 87 13:31:54.757831
15 88 13:31:55.264916
15 89 13:31:55.785628
15 90 13:31:56.304840
15 91 13:31:56.825247
15 92 13:31:57.332442
15 93 13:31:57.851194
15 94 13:31:58.358969
15 95 13:31:58.878017
15 96 13:31:59.397114
15 97 13:31:59.917045
15 98 13:32:00.436450
15 99 13:32:00.955479
16 0 13:32:02.285887
16 1 13:32:02.793313
16 2 13:32:03.311039
16 3 13:32:03.831199
16 4 13:32:04.351507
16 5 13:32:04.870466
16 6 13:32:05.377505
16 7 13:32:05.896585
16 8 13:32:06.418766
16 9 13:32:06.936881
16 10 13:32:07.457251
16 11 13:32:07.974405
16 12 13:32:08.481310
16 13 13:32:09.000407
16 14 13:32:09.513643
16 15 13:32:10.030711
16 16 13:32:10.550403
16 17 13:32:11.068624
16 18 13:32:11.589379
16 19 13:32:12.099484
16 20 13:32:12.618414
16 21 13:32:13.138410
16 22 13:32:13.657737
16 23 13:32:14.176969
16 24 13:32:14.695672
16 25 13:32:15.205775
16 26 13:32:15.720182
16 27 13:32:16.241169
16 28 13:32:16.760339
16 29 13:32:17.281010
16 30 13:32:17.800772
16 31 13:32:18.318375
16 32 13:32:18.836362
16 33 13:32:19.356390
16 34 13:32:19.875951
16 35 13:32:20.396875
16 36 13:32:20.916328
16 37 13:32:21.436115
16 38 13:32:21.947102
16 39 13:32:22.468046
16 40 13:32:22.994184
16 41 13:32:23.518804
16 42 13:32:24.038174
16 43 13:32:24.556992
16 44 13:32:25.076929
16 45 13:32:25.586628
16 46 13:32:26.107466
16 47 13:32:26.617630
16 48 13:32:27.137495
16 49 13:32:27.656225
16 50 13:32:28.163965
16 51 13:32:28.672063
16 52 13:32:29.192145
16 53 13:32:29.713445
16 54 13:32:30.233549
16 55 13:32:30.753495
16 56 13:32:31.271657
16 57 13:32:31.790546
16 58 13:32:32.319565
16 59 13:32:32.839912
16 60 13:32:33.353141
16 61 13:32:33.873688
16 62 13:32:34.392895
16 63 13:32:34.911982
16 64 13:32:35.421563
16 65 13:32:35.942649
16 66 13:32:36.466383
16 67 13:32:36.986285
16 68 13:32:37.499611
16 69 13:32:38.019312
16 70 13:32:38.529311
16 71 13:32:39.046799
16 72 13:32:39.569796
16 73 13:32:40.089504
16 74 13:32:40.595923
16 75 13:32:41.115507
16 76 13:32:41.631977
16 77 13:32:42.150734
16 78 13:32:42.671269
16 79 13:32:43.184435
16 80 13:32:43.703765
16 81 13:32:44.227396
16 82 13:32:44.746226
16 83 13:32:45.266047
16 84 13:32:45.777992
16 85 13:32:46.297702
16 86 13:32:46.804824
16 87 13:32:47.323448
16 88 13:32:47.843503
16 89 13:32:48.364632
16 90 13:32:48.885713
16 91 13:32:49.404966
16 92 13:32:49.920860
16 93 13:32:50.446746
16 94 13:32:50.953513
16 95 13:32:51.472118
16 96 13:32:51.995456
16 97 13:32:52.515380
16 98 13:32:53.036489
16 99 13:32:53.556501
17 0 13:32:54.879658
17 1 13:32:55.393211
17 2 13:32:55.912983
17 3 13:32:56.433074
17 4 13:32:56.951789
17 5 13:32:57.472573
17 6 13:32:57.992965
17 7 13:32:58.513634
17 8 13:32:59.033083
17 9 13:32:59.552442
17 10 13:33:00.072569
17 11 13:33:00.595673
17 12 13:33:01.103993
17 13 13:33:01.610682
17 14 13:33:02.117370
17 15 13:33:02.626054
17 16 13:33:03.132743
17 17 13:33:03.640428
17 18 13:33:04.147118
17 19 13:33:04.654803
17 20 13:33:05.162492
17 21 13:33:05.672177
17 22 13:33:06.180863
17 23 13:33:06.689548
17 24 13:33:07.196235
17 25 13:33:07.702925
17 26 13:33:08.209612
17 27 13:33:08.719298
17 28 13:33:09.225986
17 29 13:33:09.735669
17 30 13:33:10.242359
17 31 13:33:10.750046
17 32 13:33:11.256733
17 33 13:33:11.764420
17 34 13:33:12.271106
17 35 13:33:12.778792
17 36 13:33:13.286479
17 37 13:33:13.793169
17 38 13:33:14.299856
17 39 13:33:14.806543
17 40 13:33:15.315230
17 41 13:33:15.821915
17 42 13:33:16.328603
17 43 13:33:16.835293
17 44 13:33:17.341978
17 45 13:33:17.848665
17 46 13:33:18.355353
17 47 13:33:18.862041
17 48 13:33:19.371728
17 49 13:33:19.879415
17 50 13:33:20.386103
17 51 13:33:20.895788
17 52 13:33:21.404475
17 53 13:33:21.912162
17 54 13:33:22.420848
17 55 13:33:22.927535
17 56 13:33:23.435223
17 57 13:33:23.944907
17 58 13:33:24.454591
17 59 13:33:24.961279
17 60 13:33:25.467968
17 61 13:33:25.977654
17 62 13:33:26.487338
17 63 13:33:26.997023
17 64 13:33:27.503712
17 65 13:33:28.011400
17 66 13:33:28.518090
17 67 13:33:29.027773
17 68 13:33:29.534460
17 69 13:33:30.044146
17 70 13:33:30.553832
17 71 13:33:31.060517
17 72 13:33:31.567206
17 73 13:33:32.076890
17 74 13:33:32.583578
17 75 13:33:33.090268
17 76 13:33:33.596955
17 77 13:33:34.104640
17 78 13:33:34.611329
17 79 13:33:35.121014
17 80 13:33:35.628702
17 81 13:33:36.136390
17 82 13:33:36.646074
17 83 13:33:37.155759
17 84 13:33:37.666445
17 85 13:33:38.173134
17 86 13:33:38.682816
17 87 13:33:39.190505
17 88 13:33:39.698191
17 89 13:33:40.209876
17 90 13:33:40.716562
17 91 13:33:41.223249
17 92 13:33:41.729937
17 93 13:33:42.236624
17 94 13:33:42.743315
17 95 13:33:43.252999
17 96 13:33:43.762685
17 97 13:33:44.271371
17 98 13:33:44.778057
17 99 13:33:45.285748
18 0 13:33:46.644906
18 1 13:33:47.153594
18 2 13:33:47.661281
18 3 13:33:48.169966
18 4 13:33:48.676654
18 5 13:33:49.183339
18 6 13:33:49.691027
18 7 13:33:50.198568
18 8 13:33:50.705254
18 9 13:33:51.212944
18 10 13:33:51.718951
18 11 13:33:52.238929
18 12 13:33:52.745631
18 13 13:33:53.264112
18 14 13:33:53.777499
18 15 13:33:54.283600
18 16 13:33:54.789888
18 17 13:33:55.298576
18 18 13:33:55.809996
18 19 13:33:56.330861
18 20 13:33:56.837754
18 21 13:33:57.355142
18 22 13:33:57.875239
18 23 13:33:58.394004
18 24 13:33:58.914997
18 25 13:33:59.426923
18 26 13:33:59.945900
18 27 13:34:00.458755
18 28 13:34:00.977901
18 29 13:34:01.485589
18 30 13:34:01.992274
18 31 13:34:02.500340
18 32 13:34:03.021367
18 33 13:34:03.541462
18 34 13:34:04.063453
18 35 13:34:04.583050
18 36 13:34:05.089419
18 37 13:34:05.609469
18 38 13:34:06.130804
18 39 13:34:06.650366
18 40 13:34:07.159456
18 41 13:34:07.677493
18 42 13:34:08.201340
18 43 13:34:08.720687
18 44 13:34:09.240981
18 45 13:34:09.759811
18 46 13:34:10.278979
18 47 13:34:10.797364
18 48 13:34:11.317017
18 49 13:34:11.837812
18 50 13:34:12.357435
18 51 13:34:12.878146
18 52 13:34:13.396945
18 53 13:34:13.903875
18 54 13:34:14.423230
18 55 13:34:14.944306
18 56 13:34:15.463738
18 57 13:34:15.984641
18 58 13:34:16.502929
18 59 13:34:17.022382
18 60 13:34:17.543620
18 61 13:34:18.062365
18 62 13:34:18.571356
18 63 13:34:19.091569
18 64 13:34:19.609434
18 65 13:34:20.129949
18 66 13:34:20.638017
18 67 13:34:21.157869
18 68 13:34:21.665394
18 69 13:34:22.184133
18 70 13:34:22.703982
18 71 13:34:23.224891
18 72 13:34:23.743719
18 73 13:34:24.263339
18 74 13:34:24.782582
18 75 13:34:25.300750
18 76 13:34:25.818340
18 77 13:34:26.327369
18 78 13:34:26.845786
18 79 13:34:27.366702
18 80 13:34:27.887410
18 81 13:34:28.405798
18 82 13:34:28.925837
18 83 13:34:29.445402
18 84 13:34:29.966080
18 85 13:34:30.484584
18 86 13:34:30.992198
18 87 13:34:31.509936
18 88 13:34:32.020513
18 89 13:34:32.528502
18 90 13:34:33.052550
18 91 13:34:33.571593
18 92 13:34:34.091013
18 93 13:34:34.609292
18 94 13:34:35.121673
18 95 13:34:35.640731
18 96 13:34:36.160993
18 97 13:34:36.679721
18 98 13:34:37.198928
18 99 13:34:37.718133
19 0 13:34:39.066617
19 1 13:34:39.586289
19 2 13:34:40.096816
19 3 13:34:40.615915
19 4 13:34:41.146832
19 5 13:34:41.666751
19 6 13:34:42.179818
19 7 13:34:42.700014
19 8 13:34:43.210224
19 9 13:34:43.730720
19 10 13:34:44.257688
19 11 13:34:44.778307
19 12 13:34:45.296972
19 13 13:34:45.816818
19 14 13:34:46.336121
19 15 13:34:46.854265
19 16 13:34:47.372547
19 17 13:34:47.891769
19 18 13:34:48.411498
19 19 13:34:48.922161
19 20 13:34:49.441559
19 21 13:34:49.961506
19 22 13:34:50.482482
19 23 13:34:51.007186
19 24 13:34:51.525243
19 25 13:34:52.032186
19 26 13:34:52.543720
19 27 13:34:53.062752
19 28 13:34:53.570037
19 29 13:34:54.090720
19 30 13:34:54.597550
19 31 13:34:55.116965
19 32 13:34:55.624645
19 33 13:34:56.143706
19 34 13:34:56.664349
19 35 13:34:57.182668
19 36 13:34:57.703558
19 37 13:34:58.224544
19 38 13:34:58.746520
19 39 13:34:59.266091
19 40 13:34:59.787097
19 41 13:35:00.305357
19 42 13:35:00.824961
19 43 13:35:01.332154
19 44 13:35:01.838840
19 45 13:35:02.345529
19 46 13:35:02.852215
19 47 13:35:03.359901
19 48 13:35:03.867591
19 49 13:35:04.376278
19 50 13:35:04.882964
19 51 13:35:05.389652
19 52 13:35:05.896340
19 53 13:35:06.403026
19 54 13:35:06.909714
19 55 13:35:07.416402
19 56 13:35:07.926087
19 57 13:35:08.433774
19 58 13:35:08.940462
19 59 13:35:09.447150
19 60 13:35:09.953837
19 61 13:35:10.460525
19 62 13:35:10.967211
19 63 13:35:11.473898
19 64 13:35:11.984584
19 65 13:35:12.491270
19 66 13:35:13.000957
19 67 13:35:13.507644
19 68 13:35:14.014330
19 69 13:35:14.522020
19 70 13:35:15.028706
19 71 13:35:15.536393
19 72 13:35:16.043081
19 73 13:35:16.549769
19 74 13:35:17.056457
19 75 13:35:17.564142
19 76 13:35:18.070831
19 77 13:35:18.577519
19 78 13:35:19.084207
19 79 13:35:19.590892
19 80 13:35:20.097579
19 81 13:35:20.607265
19 82 13:35:21.113954
19 83 13:35:21.622638
19 84 13:35:22.130325
19 85 13:35:22.640012
19 86 13:35:23.146700
19 87 13:35:23.653389
19 88 13:35:24.160075
19 89 13:35:24.666763
19 90 13:35:25.176449
19 91 13:35:25.684136
19 92 13:35:26.190822
19 93 13:35:26.699509
19 94 13:35:27.206196
19 95 13:35:27.712884
19 96 13:35:28.219571
19 97 13:35:28.726260
19 98 13:35:29.232945
19 99 13:35:29.742631
20 0 13:35:31.082806
20 1 13:35:31.590493
20 2 13:35:32.097181
20 3 13:35:32.603867
20 4 13:35:33.110555
20 5 13:35:33.621238
20 6 13:35:34.130927
20 7 13:35:34.637613
20 8 13:35:35.144301
20 9 13:35:35.650988
20 10 13:35:36.157677
20 11 13:35:36.664361
20 12 13:35:37.175046
20 13 13:35:37.683734
20 14 13:35:38.193421
20 15 13:35:38.700108
20 16 13:35:39.206794
20 17 13:35:39.713483
20 18 13:35:40.223167
20 19 13:35:40.729855
20 20 13:35:41.236543
20 21 13:35:41.745230
20 22 13:35:42.251917
20 23 13:35:42.758605
20 24 13:35:43.268288
20 25 13:35:43.777977
20 26 13:35:44.284663
20 27 13:35:44.791349
20 28 13:35:45.298039
20 29 13:35:45.807722
20 30 13:35:46.316410
20 31 13:35:46.823098
20 32 13:35:47.329785
20 33 13:35:47.836472
20 34 13:35:48.343160
20 35 13:35:48.849845
20 36 13:35:49.359533
20 37 13:35:49.866221
20 38 13:35:50.374907
20 39 13:35:50.881593
20 40 13:35:51.390279
20 41 13:35:51.900563
20 42 13:35:52.421234
20 43 13:35:52.929138
20 44 13:35:53.443513
20 45 13:35:53.961518
20 46 13:35:54.481193
20 47 13:35:54.988802
20 48 13:35:55.498259
20 49 13:35:56.018054
20 50 13:35:56.538944
20 51 13:35:57.058462
20 52 13:35:57.578417
20 53 13:35:58.096761
20 54 13:35:58.615663
20 55 13:35:59.134657
20 56 13:35:59.641151
20 57 13:36:00.160950
20 58 13:36:00.671696
20 59 13:36:01.179382
20 60 13:36:01.686070
20 61 13:36:02.192963
20 62 13:36:02.703808
20 63 13:36:03.222761
20 64 13:36:03.728893
20 65 13:36:04.248206
20 66 13:36:04.767071
20 67 13:36:05.273161
20 68 13:36:05.793425
20 69 13:36:06.311842
20 70 13:36:06.825105
20 71 13:36:07.336387
20 72 13:36:07.842681
20 73 13:36:08.364071
20 74 13:36:08.884348
20 75 13:36:09.402146
20 76 13:36:09.922682
20 77 13:36:10.440979
20 78 13:36:10.960382
20 79 13:36:11.480366
20 80 13:36:11.987862
20 81 13:36:12.506874
20 82 13:36:13.025304
20 83 13:36:13.545072
20 84 13:36:14.058079
20 85 13:36:14.577564
20 86 13:36:15.101450
20 87 13:36:15.621470
20 88 13:36:16.142279
20 89 13:36:16.662209
20 90 13:36:17.182424
20 91 13:36:17.702255
20 92 13:36:18.213488
20 93 13:36:18.732944
20 94 13:36:19.251071
20 95 13:36:19.761080
20 96 13:36:20.281956
20 97 13:36:20.793247
20 98 13:36:21.313015
20 99 13:36:21.832501
21 0 13:36:23.160545
21 1 13:36:23.676674
21 2 13:36:24.183400
21 3 13:36:24.705202
21 4 13:36:25.226880
21 5 13:36:25.744558
21 6 13:36:26.264423
21 7 13:36:26.783728
21 8 13:36:27.303872
21 9 13:36:27.823781
21 10 13:36:28.343479
21 11 13:36:28.852797
21 12 13:36:29.371958
21 13 13:36:29.883845
21 14 13:36:30.401845
21 15 13:36:30.922022
21 16 13:36:31.441300
21 17 13:36:31.960641
21 18 13:36:32.479847
21 19 13:36:32.999696
21 20 13:36:33.520118
21 21 13:36:34.039110
21 22 13:36:34.559966
21 23 13:36:35.079743
21 24 13:36:35.588439
21 25 13:36:36.108029
21 26 13:36:36.629341
21 27 13:36:37.149249
21 28 13:36:37.668533
21 29 13:36:38.185871
21 30 13:36:38.697147
21 31 13:36:39.217119
21 32 13:36:39.725582
21 33 13:36:40.246109
21 34 13:36:40.766494
21 35 13:36:41.281612
21 36 13:36:41.800588
21 37 13:36:42.311492
